loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,Income_to_Loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_status1
2412,5,Not Graduate,No,3000000,8900000,0.337078652,20,886,2600000,1000000,10600000,2800000,Approved,1
2413,4,Not Graduate,No,9700000,26200000,0.370229008,4,518,26200000,0,22500000,14000000,Rejected,0
2414,0,Graduate,Yes,6900000,26800000,0.257462687,20,515,10800000,2500000,16700000,8300000,Rejected,0
2415,2,Not Graduate,Yes,3800000,12400000,0.306451613,8,340,1800000,2600000,9700000,2600000,Rejected,0
2416,3,Not Graduate,Yes,600000,1700000,0.352941176,14,521,0,1000000,1700000,600000,Rejected,0
2417,2,Not Graduate,Yes,1200000,2900000,0.413793103,12,330,400000,1600000,3800000,600000,Rejected,0
2418,4,Not Graduate,Yes,7800000,26800000,0.291044776,2,474,8900000,11200000,18400000,5600000,Approved,1
2419,0,Not Graduate,No,9000000,35100000,0.256410256,6,898,500000,16200000,20700000,9100000,Approved,1
2420,1,Not Graduate,No,2800000,9100000,0.307692308,12,436,3600000,500000,7800000,3600000,Rejected,0
2421,1,Not Graduate,No,7800000,21300000,0.366197183,10,326,22800000,10700000,18500000,4500000,Rejected,0
2422,4,Graduate,Yes,4700000,9500000,0.494736842,18,876,11800000,6600000,18000000,4100000,Approved,1
2423,2,Graduate,No,4600000,17500000,0.262857143,20,597,11400000,6100000,14100000,4100000,Approved,1
2424,4,Graduate,No,5100000,16100000,0.316770186,14,436,11400000,2700000,13100000,6700000,Rejected,0
2425,3,Not Graduate,Yes,6100000,22800000,0.26754386,18,640,16800000,7300000,19600000,6000000,Approved,1
2426,0,Not Graduate,No,6000000,22900000,0.262008734,16,302,12200000,6500000,17700000,7100000,Rejected,0
2427,2,Not Graduate,No,8400000,23200000,0.362068966,16,476,15200000,5400000,18700000,8600000,Rejected,0
2428,2,Graduate,No,9300000,22000000,0.422727273,14,393,4300000,3800000,28400000,13900000,Rejected,0
2429,0,Graduate,No,4200000,10300000,0.40776699,10,506,9300000,4500000,12400000,6000000,Rejected,0
2430,3,Graduate,No,9600000,37800000,0.253968254,10,418,6700000,5500000,34900000,11300000,Rejected,0
2431,3,Graduate,No,5600000,13400000,0.417910448,6,865,14900000,9700000,12300000,6000000,Approved,1
2432,4,Graduate,No,7800000,28600000,0.272727273,2,703,500000,12400000,29500000,10500000,Approved,1
2433,2,Graduate,Yes,4500000,12600000,0.357142857,2,568,6900000,3900000,17800000,2900000,Approved,1
2434,3,Graduate,No,2400000,5900000,0.406779661,2,425,1100000,500000,7400000,2500000,Rejected,0
2435,0,Not Graduate,No,3900000,11300000,0.345132743,12,305,5000000,5900000,8800000,2100000,Rejected,0
2436,5,Graduate,Yes,9600000,20600000,0.466019417,6,456,17300000,11000000,21700000,11600000,Rejected,0
2437,4,Not Graduate,No,900000,2600000,0.346153846,2,602,600000,800000,3200000,1000000,Approved,1
2438,3,Graduate,Yes,1100000,3800000,0.289473684,20,814,1400000,1500000,3200000,1100000,Approved,1
2439,4,Not Graduate,No,6400000,24900000,0.257028112,2,640,10000000,5700000,18700000,6300000,Approved,1
2440,2,Graduate,No,4600000,15000000,0.306666667,4,817,7200000,2400000,13000000,6600000,Approved,1
2441,4,Graduate,No,7600000,29800000,0.255033557,20,361,13800000,5800000,15300000,5900000,Rejected,0
2442,5,Not Graduate,No,6800000,20100000,0.338308458,14,839,1900000,600000,15600000,7500000,Approved,1
2443,5,Graduate,No,7100000,27000000,0.262962963,20,592,5100000,9600000,20200000,7600000,Approved,1
2444,4,Not Graduate,Yes,6700000,24700000,0.271255061,6,498,12900000,700000,18800000,8400000,Rejected,0
2445,5,Not Graduate,Yes,5800000,12400000,0.467741935,6,847,5100000,9000000,14100000,7600000,Approved,1
2446,0,Graduate,Yes,8600000,29400000,0.292517007,16,643,1000000,14100000,33000000,12300000,Approved,1
2447,0,Graduate,Yes,3500000,10600000,0.330188679,4,389,8300000,4800000,9100000,2500000,Approved,1
2448,2,Graduate,Yes,4800000,17500000,0.274285714,20,381,400000,6900000,13400000,7000000,Rejected,0
2449,5,Graduate,Yes,6100000,14400000,0.423611111,16,400,9200000,2800000,23800000,5600000,Rejected,0
2450,5,Graduate,Yes,5200000,12700000,0.409448819,16,718,11700000,100000,18100000,7200000,Approved,1
2451,5,Not Graduate,Yes,4100000,12400000,0.330645161,8,309,8200000,1000000,13000000,3300000,Rejected,0
2452,5,Not Graduate,No,3200000,7400000,0.432432432,2,838,2200000,2900000,10200000,3600000,Approved,1
2453,3,Not Graduate,Yes,7500000,21600000,0.347222222,14,678,8800000,12100000,20100000,11200000,Approved,1
2454,2,Not Graduate,Yes,1500000,4500000,0.333333333,14,826,3200000,1700000,4600000,1600000,Approved,1
2455,4,Graduate,Yes,1200000,3100000,0.387096774,16,348,1200000,2200000,3500000,1700000,Rejected,0
2456,1,Graduate,Yes,8400000,19700000,0.426395939,6,476,24700000,16500000,31800000,12100000,Rejected,0
2457,0,Not Graduate,Yes,7900000,26300000,0.300380228,8,666,4600000,9200000,18400000,11800000,Approved,1
2458,1,Graduate,Yes,2100000,4300000,0.488372093,20,896,100000,2300000,7500000,2300000,Approved,1
2459,2,Graduate,No,2500000,7000000,0.357142857,20,547,800000,1200000,5200000,2300000,Rejected,0
2460,2,Not Graduate,Yes,3700000,13900000,0.26618705,2,405,5900000,3200000,9100000,5500000,Approved,1
2461,5,Graduate,No,1100000,4000000,0.275,16,498,400000,100000,2300000,700000,Rejected,0
2462,5,Graduate,No,6500000,24800000,0.262096774,8,779,7000000,9600000,15700000,8800000,Approved,1
2463,0,Not Graduate,Yes,8200000,31500000,0.26031746,8,403,11500000,8800000,19000000,6100000,Rejected,0
2464,2,Not Graduate,No,5000000,12400000,0.403225806,8,709,11300000,6800000,13300000,4200000,Approved,1
2465,1,Not Graduate,No,1500000,6000000,0.25,6,507,2600000,2700000,4800000,1900000,Rejected,0
2466,5,Not Graduate,No,3700000,9100000,0.406593407,18,368,3400000,2400000,8400000,3300000,Rejected,0
2467,3,Graduate,Yes,4100000,14600000,0.280821918,16,760,4700000,6600000,14900000,3000000,Approved,1
2468,2,Not Graduate,No,7200000,16800000,0.428571429,6,796,6600000,6100000,14400000,9800000,Approved,1
2469,1,Graduate,No,2000000,5000000,0.4,6,876,500000,2900000,5800000,1500000,Approved,1
2470,3,Not Graduate,No,2000000,4700000,0.425531915,14,673,800000,3400000,5900000,1500000,Approved,1
2471,1,Graduate,Yes,5100000,11500000,0.443478261,4,747,5000000,8900000,14100000,7000000,Approved,1
2472,1,Not Graduate,No,6000000,13600000,0.441176471,12,589,9000000,300000,12600000,7100000,Approved,1
2473,1,Graduate,No,4900000,18100000,0.270718232,8,382,13600000,400000,15500000,2400000,Rejected,0
2474,3,Not Graduate,Yes,900000,2300000,0.391304348,12,900,1300000,0,3300000,1100000,Approved,1
2475,1,Graduate,Yes,7500000,25000000,0.3,18,628,3500000,2200000,21700000,4700000,Approved,1
2476,2,Graduate,No,6400000,25000000,0.256,12,667,13500000,5500000,25500000,5400000,Approved,1
2477,2,Graduate,Yes,8700000,26400000,0.329545455,2,778,8500000,2400000,28800000,10300000,Approved,1
2478,4,Graduate,Yes,7300000,17200000,0.424418605,18,831,18500000,4300000,23000000,5200000,Approved,1
2479,5,Graduate,No,7400000,27100000,0.273062731,4,320,19800000,14600000,25200000,9400000,Approved,1
2480,2,Graduate,No,2700000,9300000,0.290322581,16,656,7700000,2500000,6400000,3600000,Approved,1
2481,3,Graduate,No,3400000,8900000,0.382022472,6,896,4200000,4800000,10200000,4200000,Approved,1
2482,3,Not Graduate,Yes,2100000,7400000,0.283783784,4,320,3300000,2700000,6300000,2200000,Approved,1
2483,2,Not Graduate,No,3100000,10500000,0.295238095,10,751,5500000,5900000,9000000,1600000,Approved,1
2484,5,Not Graduate,No,4700000,17400000,0.270114943,2,523,10600000,7000000,10900000,5200000,Approved,1
2485,5,Graduate,No,3100000,10500000,0.295238095,6,584,7700000,2100000,10900000,2900000,Approved,1
2486,2,Not Graduate,No,5700000,20400000,0.279411765,2,630,3000000,3100000,22600000,2900000,Approved,1
2487,3,Graduate,Yes,2300000,8000000,0.2875,14,472,4400000,3300000,7700000,1800000,Rejected,0
2488,0,Not Graduate,Yes,6600000,18500000,0.356756757,16,802,14600000,1100000,21800000,9700000,Approved,1
2489,2,Graduate,Yes,2700000,6400000,0.421875,18,547,5000000,1700000,9200000,1700000,Rejected,0
2490,1,Not Graduate,Yes,800000,2800000,0.285714286,16,726,2000000,1300000,3100000,1200000,Approved,1
2491,1,Graduate,No,6600000,18500000,0.356756757,8,712,2300000,3200000,24400000,7600000,Approved,1
2492,3,Graduate,No,3900000,10700000,0.364485981,6,790,10600000,1900000,12500000,2700000,Approved,1
2493,5,Not Graduate,No,200000,600000,0.333333333,16,396,0,0,500000,200000,Rejected,0
2494,3,Graduate,No,2000000,4200000,0.476190476,6,831,1300000,1700000,6900000,1200000,Approved,1
2495,2,Graduate,Yes,9100000,20900000,0.435406699,20,632,4200000,400000,30000000,13200000,Approved,1
2496,3,Graduate,No,4700000,10800000,0.435185185,8,527,13300000,3100000,13600000,4800000,Rejected,0
2497,3,Not Graduate,Yes,3200000,11100000,0.288288288,6,708,8900000,5700000,8100000,1500000,Approved,1
2498,2,Not Graduate,No,1700000,4200000,0.404761905,14,829,200000,1600000,4600000,1600000,Approved,1
2499,1,Not Graduate,No,2600000,8100000,0.320987654,12,854,4500000,5100000,6300000,2500000,Approved,1
2500,3,Not Graduate,Yes,2700000,6700000,0.402985075,14,899,2400000,4200000,6000000,2000000,Approved,1
2501,0,Not Graduate,Yes,3600000,13400000,0.268656716,6,589,3600000,0,11200000,4000000,Approved,1
2502,4,Graduate,Yes,7200000,26000000,0.276923077,6,571,4700000,0,22600000,4200000,Approved,1
2503,2,Not Graduate,Yes,2500000,6400000,0.390625,6,708,6900000,200000,9900000,3500000,Approved,1
2504,2,Not Graduate,No,5500000,19600000,0.280612245,16,328,2400000,4800000,10900000,3700000,Rejected,0
2505,3,Graduate,Yes,9200000,33500000,0.274626866,8,564,20800000,15200000,29800000,11400000,Approved,1
2506,3,Not Graduate,No,9000000,19000000,0.473684211,8,693,18300000,4500000,29600000,7200000,Approved,1
2507,4,Not Graduate,Yes,5900000,15000000,0.393333333,14,626,16400000,4600000,17600000,8200000,Approved,1
2508,4,Graduate,No,5600000,15600000,0.358974359,12,470,9900000,10700000,14600000,7000000,Rejected,0
2509,2,Not Graduate,Yes,3200000,12500000,0.256,8,849,400000,5300000,10400000,4400000,Approved,1
2510,5,Not Graduate,No,9100000,27800000,0.327338129,16,547,21900000,7000000,31900000,9400000,Rejected,0
2511,0,Not Graduate,Yes,4600000,15100000,0.304635762,2,417,5600000,3900000,11800000,6600000,Approved,1
2512,4,Graduate,No,7300000,14900000,0.489932886,2,358,13600000,12300000,20400000,7300000,Rejected,0
2513,5,Not Graduate,Yes,1300000,3100000,0.419354839,16,826,200000,1700000,5100000,1400000,Approved,1
2514,0,Not Graduate,No,1800000,4200000,0.428571429,6,836,1300000,1900000,6800000,2000000,Approved,1
2515,3,Graduate,No,500000,1700000,0.294117647,10,509,400000,300000,1400000,300000,Rejected,0
2516,2,Not Graduate,Yes,5700000,20500000,0.27804878,20,581,15200000,7800000,11400000,8500000,Approved,1
2517,4,Graduate,No,300000,1100000,0.272727273,4,359,100000,0,1000000,200000,Approved,1
2518,5,Graduate,Yes,2100000,7100000,0.295774648,10,517,1200000,2900000,5400000,1400000,Rejected,0
2519,1,Not Graduate,Yes,5700000,20100000,0.28358209,14,442,11700000,7300000,17900000,6500000,Rejected,0
2520,1,Not Graduate,Yes,1100000,2700000,0.407407407,16,346,1900000,300000,2200000,800000,Rejected,0
2521,5,Graduate,No,9300000,34000000,0.273529412,6,742,4200000,600000,32800000,8200000,Approved,1
2522,1,Graduate,Yes,3500000,8100000,0.432098765,10,626,7100000,5500000,7200000,2900000,Approved,1
2523,0,Not Graduate,Yes,8200000,28800000,0.284722222,4,619,9000000,1100000,23000000,6300000,Approved,1
2524,2,Not Graduate,Yes,7500000,17900000,0.418994413,20,734,9100000,5500000,23000000,4900000,Approved,1
2525,1,Graduate,Yes,7000000,25600000,0.2734375,6,420,15100000,11500000,15300000,8700000,Rejected,0
2526,5,Not Graduate,Yes,3900000,8300000,0.469879518,18,600,3900000,600000,10400000,5600000,Approved,1
2527,3,Graduate,Yes,4700000,13200000,0.356060606,12,440,4000000,3300000,16600000,4300000,Rejected,0
2528,5,Not Graduate,Yes,1700000,5200000,0.326923077,16,820,1700000,1200000,4000000,1000000,Approved,1
2529,0,Graduate,No,2500000,7800000,0.320512821,8,437,5800000,0,5800000,3300000,Rejected,0
2530,1,Not Graduate,Yes,400000,1400000,0.285714286,12,468,700000,0,1500000,400000,Rejected,0
2531,0,Not Graduate,Yes,2400000,9100000,0.263736264,8,368,2200000,200000,5600000,3300000,Rejected,0
2532,4,Graduate,No,5700000,21900000,0.260273973,2,871,3200000,1700000,14400000,6100000,Approved,1
2533,1,Graduate,No,9800000,37900000,0.258575198,4,816,21800000,12200000,26100000,8500000,Approved,1
2534,5,Graduate,No,9000000,32800000,0.274390244,4,773,10600000,4100000,18900000,11500000,Approved,1
2535,3,Not Graduate,No,800000,3000000,0.266666667,14,576,1200000,1300000,2600000,400000,Approved,1
2536,1,Graduate,No,1600000,4500000,0.355555556,14,673,1900000,2700000,3700000,1300000,Approved,1
2537,0,Graduate,Yes,9800000,34100000,0.287390029,20,760,21500000,9400000,33400000,13600000,Approved,1
2538,5,Not Graduate,Yes,2900000,7500000,0.386666667,12,678,3400000,3000000,10900000,3700000,Approved,1
2539,4,Not Graduate,Yes,3900000,12000000,0.325,14,893,6000000,4700000,12900000,5200000,Approved,1
2540,0,Graduate,Yes,3300000,9000000,0.366666667,18,754,6100000,3900000,6900000,4700000,Approved,1
2541,3,Graduate,Yes,700000,2200000,0.318181818,8,617,1600000,400000,2400000,900000,Approved,1
2542,3,Not Graduate,Yes,8400000,29500000,0.284745763,20,661,14600000,3400000,28900000,10900000,Approved,1
2543,1,Graduate,Yes,4000000,12100000,0.330578512,12,356,10500000,2500000,15600000,5000000,Rejected,0
2544,0,Not Graduate,Yes,1900000,6300000,0.301587302,16,811,1100000,100000,5100000,1900000,Approved,1
2545,0,Not Graduate,No,3900000,14600000,0.267123288,2,730,9200000,4000000,14600000,5400000,Approved,1
2546,5,Not Graduate,No,7400000,18000000,0.411111111,2,792,5300000,9400000,19900000,5300000,Approved,1
2547,5,Not Graduate,Yes,5900000,16000000,0.36875,6,798,15900000,5000000,12300000,3100000,Approved,1
2548,2,Not Graduate,No,1400000,2900000,0.482758621,12,490,600000,1600000,5500000,1300000,Rejected,0
2549,2,Graduate,Yes,1800000,5500000,0.327272727,6,448,2900000,300000,5600000,1300000,Rejected,0
2550,0,Graduate,Yes,1000000,3100000,0.322580645,6,525,1900000,1700000,2800000,1400000,Rejected,0
2551,1,Graduate,No,7400000,19200000,0.385416667,20,415,2200000,4800000,29200000,7000000,Rejected,0
2552,5,Graduate,No,2700000,10600000,0.254716981,16,496,800000,2900000,9700000,2400000,Rejected,0
2553,1,Not Graduate,Yes,3600000,13100000,0.27480916,8,543,2900000,100000,9900000,2700000,Rejected,0
2554,5,Graduate,No,7000000,18400000,0.380434783,12,520,4700000,11900000,17000000,3800000,Rejected,0
2555,4,Not Graduate,Yes,5000000,18000000,0.277777778,14,307,5300000,5600000,12800000,3300000,Rejected,0
2556,2,Graduate,No,1800000,5700000,0.315789474,14,502,1400000,1100000,4400000,1300000,Rejected,0
2557,2,Graduate,Yes,4700000,12000000,0.391666667,6,505,3400000,3800000,18000000,2300000,Rejected,0
2558,2,Not Graduate,Yes,6700000,23100000,0.29004329,4,304,14400000,7100000,24300000,10000000,Approved,1
2559,5,Not Graduate,No,5800000,17500000,0.331428571,10,719,5800000,1900000,12400000,3100000,Approved,1
2560,0,Graduate,Yes,5900000,22700000,0.259911894,18,855,13400000,6300000,14500000,4000000,Approved,1
2561,4,Not Graduate,No,6000000,15800000,0.379746835,18,593,6800000,4800000,13200000,6400000,Approved,1
2562,1,Not Graduate,Yes,700000,1400000,0.5,10,523,700000,1100000,1600000,900000,Rejected,0
2563,0,Not Graduate,Yes,3700000,13100000,0.282442748,14,385,10600000,6800000,9200000,4900000,Rejected,0
2564,0,Graduate,Yes,7100000,19300000,0.367875648,6,783,3900000,4800000,21800000,5000000,Approved,1
2565,5,Graduate,Yes,1100000,3900000,0.282051282,2,538,400000,1300000,4300000,1600000,Approved,1
2566,3,Not Graduate,Yes,9500000,20100000,0.472636816,2,506,16800000,800000,32700000,11000000,Rejected,0
2567,4,Not Graduate,Yes,2200000,8600000,0.255813953,2,461,1400000,3000000,4700000,2100000,Approved,1
2568,4,Not Graduate,Yes,5500000,20000000,0.275,8,666,3800000,4700000,18000000,7900000,Approved,1
2569,3,Not Graduate,Yes,4400000,16300000,0.26993865,20,561,5500000,8000000,12000000,4000000,Approved,1
2570,5,Not Graduate,No,5000000,10800000,0.462962963,10,345,12300000,5000000,14100000,6300000,Rejected,0
2571,4,Not Graduate,Yes,6100000,12500000,0.488,14,862,11300000,1500000,21900000,6800000,Approved,1
2572,3,Not Graduate,No,8100000,22300000,0.3632287,10,686,20400000,8700000,19200000,6200000,Approved,1
2573,4,Graduate,Yes,7000000,19600000,0.357142857,8,708,17600000,2600000,24300000,4500000,Approved,1
2574,4,Not Graduate,No,5600000,14800000,0.378378378,20,656,9600000,9200000,11600000,6500000,Approved,1
2575,4,Graduate,No,1800000,7000000,0.257142857,14,743,2600000,1000000,4500000,1500000,Approved,1
2576,2,Graduate,No,3600000,12100000,0.297520661,14,408,10100000,4200000,13000000,5400000,Rejected,0
2577,5,Graduate,No,600000,1300000,0.461538462,14,408,1000000,300000,1600000,900000,Rejected,0
2578,1,Graduate,Yes,4900000,16500000,0.296969697,12,439,7500000,1400000,10300000,7200000,Rejected,0
2579,3,Graduate,Yes,3000000,7100000,0.422535211,6,415,2000000,5700000,9500000,2500000,Rejected,0
2580,0,Not Graduate,Yes,3800000,10600000,0.358490566,12,490,3300000,6500000,14400000,3100000,Rejected,0
2581,1,Graduate,Yes,7600000,30000000,0.253333333,16,884,13300000,3600000,17200000,10800000,Approved,1
2582,4,Graduate,No,7800000,25400000,0.307086614,18,425,3000000,14000000,30500000,7200000,Rejected,0
2583,0,Graduate,No,6800000,21700000,0.313364055,20,730,17500000,1300000,18600000,3600000,Approved,1
2584,4,Graduate,Yes,5900000,17300000,0.341040462,20,657,1500000,5600000,13000000,4100000,Approved,1
2585,2,Not Graduate,No,4900000,16800000,0.291666667,10,480,2200000,8900000,12600000,2700000,Rejected,0
2586,3,Not Graduate,Yes,1100000,3100000,0.35483871,16,356,1300000,100000,3000000,1600000,Rejected,0
2587,1,Not Graduate,Yes,9800000,36000000,0.272222222,12,629,28000000,4100000,29800000,11200000,Approved,1
2588,1,Graduate,Yes,1200000,4700000,0.255319149,2,667,1100000,300000,4200000,800000,Approved,1
2589,0,Not Graduate,No,4700000,11500000,0.408695652,18,559,7500000,0,18700000,2600000,Approved,1
2590,4,Graduate,No,6700000,16000000,0.41875,4,791,0,13000000,20700000,5200000,Approved,1
2591,0,Not Graduate,Yes,3700000,11300000,0.327433628,6,538,6200000,400000,10400000,5400000,Rejected,0
2592,2,Graduate,No,7400000,16000000,0.4625,20,358,16700000,5500000,26800000,4300000,Rejected,0
2593,2,Not Graduate,No,3300000,11700000,0.282051282,14,439,4000000,6300000,8300000,1700000,Rejected,0
2594,2,Graduate,Yes,4800000,15300000,0.31372549,12,503,3300000,4000000,12000000,4300000,Rejected,0
2595,4,Graduate,Yes,4600000,11900000,0.386554622,6,810,11200000,8200000,17500000,5200000,Approved,1
2596,1,Graduate,Yes,8000000,30600000,0.261437908,14,302,12700000,13100000,23900000,6800000,Rejected,0
2597,0,Not Graduate,No,4100000,8800000,0.465909091,18,300,10900000,6400000,8600000,3500000,Rejected,0
2598,4,Not Graduate,No,2600000,7200000,0.361111111,16,612,1300000,1000000,5800000,1400000,Approved,1
2599,3,Not Graduate,No,1300000,5000000,0.26,6,686,2700000,2000000,4100000,900000,Approved,1
2600,0,Graduate,Yes,2300000,4900000,0.469387755,12,409,3300000,2400000,4700000,3200000,Rejected,0
2601,5,Graduate,No,300000,900000,0.333333333,6,492,800000,300000,700000,400000,Rejected,0
2602,0,Graduate,Yes,7000000,21700000,0.322580645,20,498,6600000,5500000,14700000,3900000,Rejected,0
2603,3,Not Graduate,Yes,4400000,10900000,0.403669725,18,611,8600000,6300000,8800000,3000000,Approved,1
2604,5,Not Graduate,Yes,5100000,11800000,0.43220339,6,776,7600000,400000,10500000,4400000,Approved,1
2605,1,Not Graduate,No,5900000,13000000,0.453846154,6,779,10800000,11600000,13100000,6600000,Approved,1
2606,3,Graduate,Yes,7800000,27200000,0.286764706,16,560,3600000,8100000,21800000,8600000,Approved,1
2607,4,Graduate,Yes,2200000,5100000,0.431372549,6,308,3200000,2600000,6600000,3100000,Rejected,0
2608,4,Not Graduate,No,5400000,12600000,0.428571429,18,786,300000,2500000,21000000,6600000,Approved,1
2609,1,Not Graduate,No,7400000,29100000,0.254295533,8,597,12100000,4800000,16300000,7000000,Approved,1
2610,4,Graduate,No,5800000,12000000,0.483333333,12,811,9400000,8800000,14200000,3100000,Approved,1
2611,1,Graduate,Yes,5800000,13000000,0.446153846,12,862,11300000,8400000,12000000,3900000,Approved,1
2612,3,Not Graduate,Yes,4800000,14200000,0.338028169,12,369,3200000,200000,14000000,3000000,Rejected,0
2613,1,Not Graduate,Yes,7400000,23900000,0.309623431,4,687,20800000,10900000,26100000,5600000,Approved,1
2614,0,Not Graduate,Yes,9600000,19600000,0.489795918,12,500,21500000,700000,37600000,10900000,Rejected,0
2615,2,Not Graduate,Yes,200000,500000,0.4,6,746,400000,0,500000,0,Approved,1
2616,4,Not Graduate,No,700000,2100000,0.333333333,14,619,1900000,700000,2400000,1000000,Approved,1
2617,2,Not Graduate,No,7600000,16700000,0.45508982,20,692,9900000,9600000,25100000,7400000,Approved,1
2618,1,Not Graduate,Yes,1400000,3300000,0.424242424,18,321,900000,1500000,3000000,700000,Rejected,0
2619,2,Not Graduate,Yes,3800000,15000000,0.253333333,14,730,10800000,2900000,10700000,3600000,Approved,1
2620,3,Not Graduate,No,2700000,10800000,0.25,6,480,4400000,0,10300000,3500000,Rejected,0
2621,2,Not Graduate,Yes,5000000,10700000,0.46728972,2,753,12600000,9000000,11500000,5700000,Approved,1
2622,4,Graduate,Yes,9000000,28900000,0.311418685,6,637,11300000,1200000,33000000,4800000,Approved,1
2623,3,Graduate,No,3700000,9000000,0.411111111,6,483,9300000,400000,9900000,3600000,Rejected,0
2624,4,Not Graduate,Yes,300000,1100000,0.272727273,4,315,700000,100000,900000,100000,Approved,1
2625,4,Graduate,No,1800000,4100000,0.43902439,8,777,2200000,2500000,3600000,1900000,Approved,1
2626,2,Graduate,No,7900000,17700000,0.446327684,4,402,20900000,11800000,25600000,8400000,Rejected,0
2627,4,Graduate,Yes,2100000,7700000,0.272727273,8,493,4300000,400000,4400000,1300000,Rejected,0
2628,0,Graduate,Yes,900000,3100000,0.290322581,4,355,1700000,100000,3000000,500000,Approved,1
2629,3,Graduate,No,9900000,23600000,0.419491525,18,557,18300000,8600000,23000000,9100000,Approved,1
2630,0,Not Graduate,Yes,5600000,20000000,0.28,20,606,7100000,500000,20000000,7600000,Approved,1
2631,1,Not Graduate,Yes,6000000,12200000,0.491803279,16,743,8800000,2600000,20600000,2900000,Approved,1
2632,5,Not Graduate,No,5700000,18400000,0.309782609,4,579,12800000,4000000,17200000,4900000,Approved,1
2633,0,Graduate,Yes,9000000,33100000,0.271903323,20,734,2800000,5900000,25300000,10300000,Approved,1
2634,0,Graduate,No,7300000,16100000,0.453416149,2,490,7600000,1400000,21800000,10700000,Rejected,0
2635,5,Graduate,No,5300000,20500000,0.258536585,16,802,11200000,7100000,21100000,4100000,Approved,1
2636,1,Not Graduate,Yes,3500000,7400000,0.472972973,16,867,500000,6600000,9500000,2100000,Approved,1
2637,0,Not Graduate,No,1000000,2200000,0.454545455,12,302,2200000,400000,3700000,1400000,Rejected,0
2638,0,Not Graduate,No,5100000,19900000,0.256281407,12,867,1800000,7100000,18300000,5700000,Approved,1
2639,0,Graduate,Yes,2900000,9900000,0.292929293,8,312,1800000,4500000,11200000,3700000,Rejected,0
2640,3,Not Graduate,No,7600000,19100000,0.397905759,14,762,14800000,15000000,23500000,7300000,Approved,1
2641,5,Not Graduate,Yes,6000000,14700000,0.408163265,18,462,15400000,9700000,13800000,3500000,Rejected,0
2642,1,Graduate,No,6300000,18200000,0.346153846,18,849,4300000,5800000,15500000,5200000,Approved,1
2643,3,Not Graduate,No,1900000,7400000,0.256756757,18,592,2300000,3000000,6000000,1800000,Approved,1
2644,4,Graduate,No,600000,1400000,0.428571429,4,507,200000,300000,1700000,400000,Rejected,0
2645,2,Not Graduate,Yes,4100000,11400000,0.359649123,14,505,8100000,7500000,10100000,5500000,Rejected,0
2646,0,Not Graduate,Yes,800000,3200000,0.25,8,467,900000,400000,3100000,800000,Rejected,0
2647,2,Not Graduate,No,6600000,22900000,0.288209607,16,543,2500000,11000000,26300000,8500000,Rejected,0
2648,4,Graduate,Yes,300000,1100000,0.272727273,12,674,600000,0,800000,200000,Approved,1
2649,3,Graduate,No,6100000,13500000,0.451851852,2,717,15700000,4200000,16100000,3400000,Approved,1
2650,5,Not Graduate,Yes,4800000,17000000,0.282352941,10,666,6800000,5400000,12400000,2900000,Approved,1
2651,4,Not Graduate,No,4500000,17300000,0.260115607,18,830,200000,4200000,12000000,2500000,Approved,1
2652,2,Graduate,No,3800000,9400000,0.404255319,16,383,8300000,500000,9200000,2300000,Rejected,0
2653,2,Graduate,Yes,7000000,18900000,0.37037037,8,584,13000000,13600000,20600000,5000000,Approved,1
2654,2,Not Graduate,No,4400000,14200000,0.309859155,18,799,6300000,7800000,10800000,2400000,Approved,1
2655,5,Graduate,No,5300000,19400000,0.273195876,6,510,14700000,7000000,13600000,3700000,Rejected,0
2656,0,Not Graduate,Yes,2600000,5900000,0.440677966,6,572,5800000,3100000,7300000,3800000,Approved,1
2657,3,Not Graduate,No,3300000,13100000,0.251908397,2,554,6000000,2500000,6700000,3800000,Approved,1
2658,1,Not Graduate,Yes,1200000,4800000,0.25,6,344,2900000,1700000,3200000,1300000,Rejected,0
2659,3,Graduate,No,4300000,8600000,0.5,8,881,9100000,5200000,15000000,5500000,Approved,1
2660,0,Not Graduate,Yes,8400000,27200000,0.308823529,10,514,2500000,6400000,20100000,7200000,Rejected,0
2661,0,Graduate,No,600000,1800000,0.333333333,18,796,1000000,700000,1200000,500000,Approved,1
2662,2,Graduate,Yes,4700000,16200000,0.290123457,12,802,2300000,5400000,14800000,6700000,Approved,1
2663,3,Graduate,No,4200000,12500000,0.336,20,375,1300000,5100000,10900000,2400000,Rejected,0
2664,2,Graduate,No,4300000,14700000,0.292517007,2,871,4100000,7300000,13900000,4400000,Approved,1
2665,0,Not Graduate,No,800000,2900000,0.275862069,2,439,100000,900000,2700000,1200000,Approved,1
2666,0,Not Graduate,Yes,9300000,32000000,0.290625,8,438,24800000,6400000,34900000,12400000,Rejected,0
2667,5,Not Graduate,No,6200000,13700000,0.452554745,2,468,3300000,12300000,13900000,5500000,Rejected,0
2668,3,Graduate,Yes,3500000,10200000,0.343137255,12,645,10400000,5700000,10000000,2400000,Approved,1
2669,2,Graduate,Yes,3600000,9200000,0.391304348,18,700,4400000,1800000,10700000,3500000,Approved,1
